"customer_id","region","age","income_k","tenure_months","contract_type","payment_method","auto_pay","promo_eligible","primary_channel","brand_loyalty","deal_seeking","eco_consciousness","innovation_orientation","avg_usage_minutes","num_support_tickets","satisfaction_score","monthly_fee","email_click_rate","promo_response_rate","online_visits","num_transactions_12m","avg_order_value","total_spend_12m","recency_days","loyalty_tier","churn_probability_true","churned","margin_per_month","retention_rate","discount_rate_monthly","acq_cost","clv_gross","clv_net","segment"
"C01728","West",44,80.2,11,"Monthly","Credit Card",0,1,"Email",2.88,4.82,2.6,5.6,100,3,5.5,48.6,0.193,0.115,3,1,108.84,118.09,15,"Bronze",0.955,1,25.59,0.55,0.01,17.83,30.6,12.77,1
"C01729","West",29,60,6,"Monthly","PayPal",1,0,"Social",5.92,3.93,1.87,5.17,208,0,7.9,51.2,0.141,0.053,5,3,111.72,356.72,83,"Bronze",0.5629,1,26.64,0.55,0.01,32.18,31.85,-0.33,2
"C01730","South",38,96.5,23,"Quarterly","Credit Card",1,0,"SMS",3.45,4.08,4.8,4.79,292,3,6.3,51.2,0.28,0.287,4,5,103.31,515.55,246,"Silver",0.8631,1,32.18,0.55,0.01,25.77,38.48,12.71,1
"C01731","Midwest",18,106.8,40,"Monthly","PayPal",1,1,"Social",4.36,5.68,2.71,3.25,451,1,8.2,43.49,0.103,0.268,10,4,40.92,149.17,71,"Silver",0.279,1,22.45,0.763,0.01,40.96,69.35,28.39,3
"C01732","South",48,94.8,23,"Annual","Credit Card",1,0,"Search",6.07,4.3,2.07,3.22,369,0,8.6,43.54,0.236,0.357,8,0,89.38,0,14,"Bronze",0.1376,0,26.38,0.883,0.01,39.57,183.41,143.84,3
"C01733","South",21,123.3,34,"Annual","Credit Card",1,1,"Search",5.06,3.73,5.03,3.47,267,2,7,31.82,0.054,0.159,3,2,107.85,187.07,0,"Silver",0.4249,0,17.81,0.639,0.01,34.82,30.68,-4.14,2
"C01734","Midwest",55,89.6,9,"Monthly","Credit Card",0,0,"Email",5.07,4.83,2.78,5.23,148,2,6.5,48.19,0.04,0.265,2,2,89.93,162.42,29,"Bronze",0.88,1,26.77,0.55,0.01,27.99,32.01,4.02,2
"C01735","Northeast",34,43.9,7,"Annual","Credit Card",0,0,"Social",3.4,5.36,3.05,4.48,353,2,7.1,51.12,0.2,0.503,10,2,53.89,92.03,41,"Bronze",0.6414,0,27.1,0.55,0.01,33.71,32.4,-1.31,3
"C01736","West",36,116.2,13,"Monthly","Debit Card",0,1,"Direct",3.55,4.53,6.07,5.36,194,1,7,45.47,0.108,0.338,4,3,90.44,285.52,133,"Bronze",0.7328,1,24.61,0.55,0.01,5,29.43,24.43,2
"C01737","Midwest",31,61.1,29,"Monthly","Debit Card",0,0,"Email",5.74,4.96,2.07,5.5,292,1,7.7,40.98,0.137,0.152,3,1,109.91,112.82,56,"Bronze",0.6809,1,26.11,0.55,0.01,15.47,31.22,15.75,2
"C01738","Northeast",35,103.5,22,"Quarterly","Credit Card",1,1,"Email",4.05,4.04,2.52,3.6,150,2,6.4,42.26,0.051,0.055,1,3,99.08,340.75,16,"Silver",0.6954,1,24.95,0.55,0.01,20.7,29.83,9.13,1
"C01739","Midwest",54,122.1,23,"Monthly","Credit Card",0,1,"Social",4.16,4.11,3.39,4.44,302,0,8.1,51.47,0.117,0.177,5,4,107.6,464.33,63,"Silver",0.536,1,25.58,0.55,0.01,34.51,30.58,-3.93,4
"C01740","Midwest",18,90.8,17,"Quarterly","Debit Card",1,1,"Search",5.76,4.32,3.64,4.39,316,2,7.2,43.42,0.296,0.323,4,7,80.75,522.22,5,"Silver",0.6818,1,21.9,0.55,0.01,41.23,26.18,-15.05,4
"C01741","West",52,36.1,13,"Annual","PayPal",1,1,"Email",3.55,3.37,2.92,4.04,165,3,5.8,34.3,0.057,0.155,3,2,86.88,184.6,7,"Bronze",0.8431,1,19.63,0.55,0.01,15.89,23.47,7.58,1
"C01742","South",42,52.3,18,"Annual","PayPal",1,1,"Search",5,3.58,2.63,3.81,376,1,7.9,42.91,0.334,0.558,4,6,25,128.05,70,"Bronze",0.2452,0,24.88,0.792,0.01,39.47,90.39,50.92,3
"C01743","South",25,115,15,"Quarterly","PayPal",1,0,"Search",4.75,5.72,5.56,5.7,332,5,5.5,48.4,0.235,0.304,10,3,95.6,328.63,27,"Bronze",0.9797,1,28.15,0.55,0.01,34.33,33.66,-0.67,1
"C01744","Northeast",26,73.3,13,"Quarterly","Credit Card",0,1,"Direct",4.7,6.41,4.19,4.46,325,2,7.1,40.11,0.103,0.44,7,6,73.51,456.2,14,"Silver",0.8794,1,21.91,0.55,0.01,5,26.2,21.2,4
"C01745","Midwest",56,80.2,20,"Monthly","PayPal",1,1,"Email",4.13,5.95,4.54,4.41,219,4,5.6,45.59,0.076,0.225,5,3,86.26,229.25,47,"Bronze",0.9449,0,23.38,0.55,0.01,20.18,27.95,7.77,1
"C01746","South",28,99.2,14,"Monthly","Credit Card",1,0,"Search",4.06,2.74,3.75,3.52,250,2,6.8,58.44,0.396,0.082,3,2,54.06,108.07,49,"Bronze",0.89,0,30.52,0.55,0.01,49.38,36.49,-12.89,2
"C01747","Northeast",25,97.5,19,"Quarterly","Credit Card",0,1,"Email",3.51,2.64,4.22,5.14,281,1,7.4,44.89,0.415,0.11,6,4,101.77,460.89,75,"Silver",0.4937,0,20.09,0.58,0.01,16.34,27.1,10.76,4
"C01748","Midwest",51,85.8,4,"Monthly","PayPal",1,1,"Social",5.23,2.89,4.93,3.29,200,3,6.2,39.19,0.16,0.172,3,1,137.17,151.56,11,"Bronze",0.9311,1,24.82,0.55,0.01,43.31,29.68,-13.63,1
"C01749","South",42,72.2,18,"Monthly","Bank Transfer",1,1,"Social",3.97,4.35,2.8,4.9,270,1,7.4,47.38,0.109,0.033,5,3,87.52,246.72,30,"Bronze",0.5283,1,20.8,0.551,0.01,41.59,24.97,-16.62,2
"C01750","Northeast",28,69.2,14,"Monthly","Debit Card",1,1,"SMS",5.77,1.11,4.19,4.93,361,1,8,49.87,0.187,0.402,14,5,86.01,416.65,25,"Silver",0.6156,0,26.95,0.55,0.01,21.21,32.22,11.01,3
"C01751","South",40,102,35,"Quarterly","Credit Card",1,0,"Direct",4.45,3.55,4.67,3.95,397,2,7.4,51.96,0.375,0.627,6,2,159.01,351.75,0,"Silver",0.5345,1,25.03,0.55,0.01,15.83,29.93,14.1,3
"C01752","Northeast",27,93.5,5,"Monthly","Credit Card",1,1,"Email",3.54,5.75,5.6,4.75,123,4,5.1,47.36,0.214,0.276,5,2,62.84,140.76,21,"Bronze",0.9783,1,24.88,0.55,0.01,20.94,29.75,8.81,1
"C01753","Northeast",50,70.8,17,"Quarterly","Credit Card",1,0,"Social",4.44,5.28,6.04,4.6,363,0,8.4,49.7,0.147,0.093,11,6,97.91,660.53,31,"Silver",0.3861,0,28.49,0.672,0.01,31.97,56.64,24.67,4
"C01754","Midwest",50,108.3,26,"Monthly","PayPal",0,0,"Email",4.25,3.64,3.98,4.36,363,2,7.2,51.32,0.332,0.42,6,3,135.62,461.53,13,"Silver",0.8543,1,23.65,0.55,0.01,5.05,28.28,23.23,4
"C01755","West",44,74.4,15,"Monthly","Credit Card",1,1,"Search",5.81,3.72,5.15,4.41,230,3,6.3,47.33,0.097,0.263,4,3,73.33,220.03,30,"Bronze",0.9053,0,26.74,0.55,0.01,42.83,31.97,-10.86,1
"C01756","West",42,54.2,13,"Monthly","PayPal",1,1,"Email",4.29,4.82,1,4.47,287,2,6.9,48,0.108,0.388,4,2,103.99,230.54,61,"Bronze",0.869,0,28.14,0.55,0.01,22.21,33.65,11.44,2
"C01757","West",57,56.7,26,"Monthly","Credit Card",1,0,"Direct",4.4,5.23,5.61,4.54,310,2,7,51.86,0.058,0.805,9,7,85.53,571.22,48,"Silver",0.8178,1,27.69,0.55,0.01,8.68,33.11,24.43,4
"C01758","South",38,50.6,22,"Annual","PayPal",1,1,"Direct",6.25,3.61,3.1,4.47,221,2,6.9,39.88,0.184,0.176,4,4,49.25,216.98,77,"Bronze",0.6552,1,27.41,0.55,0.01,24.04,32.77,8.73,2
"C01759","Northeast",25,70.4,23,"Monthly","Bank Transfer",1,1,"Direct",5.26,3.94,3.63,3.19,212,1,7.3,52.33,0.088,0.039,2,3,75.14,215.1,51,"Bronze",0.6295,0,24.29,0.55,0.01,18.19,29.04,10.85,2
"C01760","South",43,112.5,13,"Monthly","Credit Card",1,1,"Email",6.53,3.58,4.39,4.23,306,1,7.8,36.62,0.534,0.182,3,3,90.99,281.84,14,"Bronze",0.6135,1,16.72,0.55,0.01,9.16,19.99,10.83,2
"C01761","Midwest",61,55.5,12,"Monthly","Credit Card",1,1,"Search",6.08,2.74,3.73,4.69,197,2,6.8,38.87,0.082,0.071,5,2,63.24,125.28,0,"Bronze",0.8021,1,20.77,0.55,0.01,40.83,24.83,-16,2
"C01762","West",27,83.3,19,"Monthly","PayPal",1,1,"Email",3.72,3.96,4.12,4.51,340,1,7.6,48.67,0.039,0.226,8,5,41.48,231.85,54,"Bronze",0.7709,1,26.2,0.55,0.01,12.96,31.33,18.37,3
"C01763","Northeast",34,59.6,28,"Monthly","Credit Card",0,0,"Direct",5.79,3.87,5.65,5.45,387,2,7.5,50.79,0.109,0.174,6,1,72.67,63.22,10,"Bronze",0.776,1,28.16,0.55,0.01,9.8,33.67,23.87,3
"C01764","South",43,70.7,6,"Monthly","Debit Card",1,0,"Search",6.38,2.81,3.48,5.08,338,2,7.4,43.13,0.478,0.076,7,6,43.61,296.89,11,"Bronze",0.7962,1,25.58,0.55,0.01,45.93,30.58,-15.35,3
"C01765","Northeast",37,35.7,15,"Annual","Debit Card",1,1,"Social",6.39,4.91,2.7,3.44,453,1,8.4,38.3,0.106,0.085,12,1,88.22,87.22,90,"Bronze",0.3206,0,18.55,0.727,0.01,33.49,47.65,14.16,3
"C01766","Midwest",27,71.8,12,"Quarterly","Credit Card",1,1,"Search",5.79,4.73,5.89,4.22,254,2,7,39.53,0.143,0.377,5,6,98.51,587.76,15,"Silver",0.7485,1,19.03,0.55,0.01,38.58,22.75,-15.83,4
"C01767","South",50,72.6,17,"Monthly","PayPal",0,1,"Email",5.76,4.97,4.48,4.06,252,3,6.4,47.93,0.1,0.27,5,2,47.13,103.53,46,"Bronze",0.9638,1,24.97,0.55,0.01,18.56,29.86,11.3,1
"C01768","Midwest",64,93.1,25,"Monthly","Credit Card",1,1,"Social",4.37,3.36,6.01,4.4,291,0,8.1,43.09,0.08,0.131,8,1,90.53,95.04,0,"Bronze",0.3381,0,25.76,0.713,0.01,39.56,61.84,22.28,3
"C01769","Midwest",40,84.3,9,"Monthly","Bank Transfer",1,1,"Email",3.78,2.02,4.85,4.4,228,2,6.6,47.72,0.243,0.004,8,6,48.72,332.11,16,"Bronze",0.8865,1,27.86,0.55,0.01,22.5,33.31,10.81,4
"C01770","Midwest",28,44.4,23,"Monthly","Credit Card",1,0,"Direct",4.31,4.71,2.44,5.07,314,3,6.5,52.27,0.128,0.185,6,1,69.68,70.65,218,"Bronze",0.8782,1,28.61,0.55,0.01,15.69,34.21,18.52,1
"C01771","Midwest",21,108.4,13,"Quarterly","PayPal",0,0,"Direct",2.87,3.47,4.61,4.6,105,2,6,43.3,0.402,0.176,2,4,73.39,298.73,165,"Bronze",0.7879,1,22.8,0.55,0.01,20.22,27.26,7.04,1
"C01772","West",41,83.9,30,"Annual","Credit Card",1,0,"Search",6.18,3.22,2.82,5.75,343,1,7.9,37.2,0.143,0.298,9,5,103.76,592.22,154,"Silver",0.2474,0,20.15,0.79,0.01,41.46,72.36,30.9,4
"C01773","West",50,83.6,10,"Monthly","Credit Card",0,1,"Direct",4.39,2.82,3.91,4.67,106,2,6.2,44.3,0.412,0.301,0,6,41.67,282.01,40,"Bronze",0.9303,1,25.09,0.55,0.01,9.83,30,20.17,1
"C01774","West",43,77.7,27,"Annual","Credit Card",1,0,"SMS",6.12,3.9,3.82,3.49,210,2,6.9,39.07,0.09,0.129,5,2,109.73,200.28,16,"Silver",0.5358,0,21.69,0.55,0.01,21.07,25.93,4.86,2
"C01775","West",38,63.5,7,"Monthly","PayPal",0,1,"Direct",3.35,5.94,2.12,3.89,282,3,6.3,47.1,0.081,0.116,6,5,114.74,540.47,34,"Silver",0.9242,1,23.09,0.55,0.01,7.14,27.61,20.47,4
"C01776","Midwest",32,84.1,18,"Monthly","Debit Card",0,0,"SMS",5.89,3.64,3.01,5.06,230,3,6.4,41.59,0.096,0.061,5,4,84.25,349.67,8,"Silver",0.9535,1,19.92,0.55,0.01,17,23.82,6.82,1
"C01777","South",26,91.3,24,"Monthly","PayPal",0,1,"Search",4.16,3,6.33,2.62,297,4,5.9,53.26,0.156,0.225,4,5,44.84,253.75,0,"Silver",0.9433,0,28.78,0.55,0.01,46.43,34.41,-12.02,1
"C01778","Midwest",47,29.1,10,"Monthly","Credit Card",0,0,"Search",3.29,4.92,4.16,2.92,192,2,6.4,41.39,0.069,0.346,5,8,25,203.8,14,"Bronze",0.868,0,24.21,0.55,0.01,46.98,28.95,-18.03,1
"C01779","Midwest",48,62.9,3,"Annual","Debit Card",0,1,"Email",6.49,4.39,3.71,4.41,354,0,8.6,32.82,0.312,0.071,7,3,112.46,360.94,34,"Bronze",0.2099,0,15.93,0.822,0.01,5,69.65,64.65,3
"C01780","West",21,70.9,12,"Monthly","PayPal",1,0,"SMS",5.92,1.87,5.89,5.45,228,0,8,49.99,0.326,0.354,8,0,142.18,0,0,"Bronze",0.3745,0,28.31,0.682,0.01,27.64,58.86,31.22,3
"C01781","Northeast",55,85.2,17,"Monthly","Credit Card",1,0,"Email",4.93,4.93,3.46,5.84,86,6,4,50.73,0.272,0.225,2,1,92.08,92.7,157,"Bronze",0.9946,1,24.32,0.55,0.01,15.53,29.08,13.55,1
"C01782","West",44,111.4,13,"Annual","Credit Card",1,1,"Direct",4.74,6.54,3.8,4.16,298,2,7,48.01,0.079,0.283,7,4,58.88,210.62,58,"Bronze",0.6822,1,26.55,0.55,0.01,8.21,31.74,23.53,3
"C01783","Midwest",53,56.4,11,"Annual","Credit Card",1,0,"Email",5.18,1.34,4.99,5.57,93,1,6.8,39.9,0.173,0.009,1,1,53.22,49.4,0,"Bronze",0.4709,0,20.38,0.6,0.01,16.04,29.82,13.78,2
"C01784","South",23,64.1,27,"Quarterly","Credit Card",1,1,"Social",4.91,2.84,3.46,4.48,161,3,6,40.66,0.204,0.051,1,3,115.35,311.41,20,"Silver",0.8646,0,18.18,0.55,0.01,27.43,21.74,-5.69,1
"C01785","South",23,63.6,32,"Annual","Credit Card",1,1,"Search",3.83,1.07,3.08,2.72,218,0,7.7,40.84,0.353,0.405,4,1,81.6,73.42,6,"Bronze",0.2129,0,21.37,0.819,0.01,40.99,91.63,50.64,2
"C01786","West",36,55.6,31,"Monthly","Debit Card",0,1,"Email",4.25,4.12,1.42,4.39,174,3,5.9,50.87,0.239,0.381,3,4,53.03,243.41,98,"Silver",0.9112,1,25.45,0.55,0.01,29.49,30.43,0.94,1
"C01787","South",44,68.3,21,"Annual","Credit Card",0,1,"Social",6.86,5.29,2.87,3.72,231,3,6.5,29.36,0.408,0.559,7,2,145.26,272.94,12,"Bronze",0.6833,0,15.59,0.55,0.01,25.71,18.64,-7.07,1
"C01788","South",58,99.6,23,"Quarterly","PayPal",1,0,"Search",7,4.32,2.86,5.41,200,0,8,46.16,0.369,0.291,4,4,121.93,497.3,30,"Silver",0.4041,1,26.21,0.657,0.01,45.71,48.78,3.07,4
"C01789","Northeast",46,48.5,9,"Annual","Bank Transfer",1,1,"Email",6.42,5.73,4.07,4.37,146,2,6.6,50.02,0.158,0.215,4,4,93.97,321.76,76,"Bronze",0.6627,1,28.42,0.55,0.01,23.85,33.98,10.13,1
"C01790","South",35,90,16,"Quarterly","Debit Card",0,1,"Search",5.23,5.11,3.23,2.99,387,2,7.5,40.17,0.348,0.614,6,2,67.72,147.89,30,"Bronze",0.5457,1,18.14,0.55,0.01,45.49,21.69,-23.8,3
"C01791","Northeast",27,30.3,17,"Monthly","Debit Card",0,0,"Email",4.33,6.07,6.27,2.75,162,4,5.3,49.77,0.107,0.393,4,2,104.52,220.34,34,"Bronze",0.9733,1,28.52,0.55,0.01,27.2,34.1,6.9,1
"C01792","South",52,62.3,19,"Quarterly","Credit Card",0,0,"Email",3.82,5.48,2.74,4.38,67,5,4.4,48.96,0.275,0.266,1,4,106.27,390.49,30,"Silver",0.9892,1,27.75,0.55,0.01,23.89,33.18,9.29,1
"C01793","South",27,68.8,19,"Monthly","PayPal",1,0,"Social",3.89,3.76,5.44,1.74,192,1,7.1,49.82,0.003,0.106,4,3,72.07,186.12,75,"Bronze",0.7191,1,26.55,0.55,0.01,39.03,31.74,-7.29,2
"C01794","South",56,124.9,17,"Monthly","Credit Card",0,1,"SMS",4.09,4.27,4.14,3.83,133,3,5.8,42.65,0.071,0.11,0,5,123.81,577.19,6,"Silver",0.9197,1,20.92,0.55,0.01,28.23,25.01,-3.22,1
"C01795","Northeast",35,70.3,21,"Monthly","Debit Card",1,1,"Direct",7,3.24,4.79,4.65,178,1,7.4,47.89,0.346,0.176,2,5,113.38,588.77,99,"Silver",0.4482,0,25.52,0.619,0.01,17.95,40.4,22.45,4
"C01796","Northeast",55,25,19,"Annual","Bank Transfer",1,0,"Direct",6.69,3.95,4.72,3.24,344,3,6.9,36.3,0.196,0.15,5,0,77.83,0,1,"Bronze",0.7241,1,23.19,0.55,0.01,9.91,27.73,17.82,2
"C01797","South",45,25,19,"Monthly","Debit Card",1,0,"Social",5.52,4.27,1.46,5.49,222,3,6.3,41.07,0.333,0.133,4,3,44.8,117.28,20,"Bronze",0.9102,1,23.78,0.55,0.01,38.79,28.43,-10.36,1
"C01798","Northeast",36,79,10,"Monthly","PayPal",0,0,"SMS",3.64,4.11,3.89,5.71,136,0,7.4,56.03,0.15,0.203,2,1,60.55,58.9,26,"Bronze",0.7392,0,32.76,0.55,0.01,20.36,39.17,18.81,2
"C01799","Northeast",32,95.2,8,"Monthly","Credit Card",0,1,"SMS",5.68,5.68,3.61,3.28,252,3,6.4,53.04,0.164,0.182,3,7,40.95,258.79,35,"Bronze",0.962,1,27.19,0.55,0.01,14,32.51,18.51,1
"C01800","Northeast",34,88.5,20,"Annual","Credit Card",1,1,"Email",4.44,3.84,2.65,4.07,393,0,8.5,49.96,0.297,0.419,10,4,123.35,512.91,8,"Silver",0.1803,1,26.41,0.847,0.01,29.02,137.23,108.21,3
"C01801","West",43,82.7,13,"Monthly","PayPal",1,0,"Social",2.33,3.17,4.41,5.49,300,1,7.3,54.34,0.242,0.131,7,3,48.37,130.95,44,"Bronze",0.617,1,27.29,0.55,0.01,31.68,32.63,0.95,3
"C01802","South",39,110.5,11,"Quarterly","Credit Card",1,0,"Search",5.02,3.24,5.79,4.4,41,2,6,45.66,0.281,0.227,0,4,92.92,426.72,26,"Silver",0.8127,1,23.78,0.55,0.01,48.57,28.43,-20.14,1
"C01803","Midwest",31,62.9,24,"Annual","PayPal",1,1,"SMS",3.77,4.92,1,2.87,185,3,5.9,34.33,0.222,0.254,4,5,32.63,160.01,49,"Bronze",0.7601,1,21.6,0.55,0.01,25.21,25.83,0.62,1
"C01804","Midwest",36,103.1,16,"Monthly","Credit Card",1,1,"Email",3.81,2.66,3.31,4.24,248,2,6.7,53.79,0.096,0.112,6,6,137.04,735.49,42,"Silver",0.7795,0,28.69,0.55,0.01,12.62,34.3,21.68,4
"C01805","Midwest",39,32.3,34,"Monthly","PayPal",1,1,"Social",4.42,3.98,2.53,3.46,247,2,6.8,47.49,0.262,0.1,10,4,39.84,138.99,9,"Silver",0.7864,1,24.74,0.55,0.01,30.34,29.58,-0.76,3
"C01806","South",18,52.7,23,"Quarterly","Credit Card",1,1,"Email",4.15,5.66,3.98,5.62,266,1,7.4,45.09,0.388,0.217,9,7,92.28,630.57,147,"Silver",0.577,1,25.28,0.55,0.01,20.38,30.23,9.85,4
"C01807","South",43,27.4,10,"Annual","Credit Card",1,0,"Search",4.66,4.52,3.54,5.07,193,1,7.2,41.56,0.134,0.082,4,3,32.26,105.75,98,"Bronze",0.3605,0,21.71,0.694,0.01,44.4,47.68,3.28,2
"C01808","Northeast",27,70.3,24,"Quarterly","Debit Card",0,0,"Social",4.61,4.12,3.23,4.05,147,1,7,53.03,0.256,0.126,5,4,106.68,418.89,95,"Silver",0.6125,0,29.35,0.55,0.01,32.74,35.09,2.35,4
"C01809","Northeast",25,76.7,21,"Monthly","Credit Card",0,0,"Social",2.64,4.16,4.66,4.56,429,0,8.4,44.09,0.215,0.618,7,3,115.57,309.38,41,"Silver",0.5921,1,23.11,0.55,0.01,25.51,27.63,2.12,3
"C01810","Northeast",19,81.2,10,"Annual","Credit Card",0,0,"SMS",6.37,3.07,5.7,2.96,255,1,7.6,38.67,0.217,0.389,4,1,81.86,81.58,86,"Bronze",0.6044,0,21.65,0.55,0.01,26.82,25.89,-0.93,2
"C01811","South",18,79.7,12,"Monthly","Credit Card",0,1,"Direct",3.62,3.26,6.83,3.57,280,3,6.3,41.64,0.113,0.151,4,1,81.03,77.08,48,"Bronze",0.9409,1,22.14,0.55,0.01,5,26.47,21.47,1
"C01812","South",23,52,23,"Quarterly","Credit Card",1,1,"Email",3.65,3.99,3.09,6.11,301,0,8,43.1,0.24,0.162,13,8,107.27,858.64,31,"Gold",0.3623,1,21.47,0.692,0.01,20.09,46.72,26.63,4
"C01813","Midwest",30,72.7,5,"Annual","Credit Card",0,0,"Direct",4.34,4.5,1.9,4.46,263,0,8,39.73,0.105,0.34,5,3,66.98,194.38,78,"Bronze",0.4961,1,23.96,0.578,0.01,18.8,32.06,13.26,2
"C01814","Northeast",59,36.1,3,"Monthly","Credit Card",1,0,"SMS",4.58,5.24,4.52,5.42,227,0,7.8,54.4,0.128,0.607,10,5,109.57,572.16,55,"Silver",0.5762,1,33.56,0.55,0.01,10.9,40.13,29.23,4
"C01815","Northeast",32,116.2,18,"Quarterly","Debit Card",1,0,"Direct",6.3,4.3,5.67,4.66,176,0,7.8,49.45,0.139,0.131,2,3,102.27,334.76,0,"Silver",0.2497,0,28.19,0.788,0.01,12.96,100.06,87.1,2
"C01816","West",40,69.5,17,"Quarterly","Credit Card",0,1,"Search",5,5.69,4.8,5.85,143,2,6.5,54.59,0.303,0.464,3,4,43.48,194.08,327,"Bronze",0.8723,1,27.02,0.55,0.01,39.7,32.31,-7.39,1
"C01817","Midwest",42,64.3,19,"Annual","Bank Transfer",1,0,"Email",5.32,5.97,5.67,2.2,304,3,6.6,49.16,0.169,0.116,3,0,127.17,0,40,"Bronze",0.8132,0,26.58,0.55,0.01,19.17,31.78,12.61,2
"C01818","South",39,122.5,17,"Monthly","Credit Card",0,0,"Direct",5,5.07,3.65,4.19,254,5,5.2,50.41,0.311,0.124,4,5,99.06,473.76,51,"Silver",0.9819,1,28.22,0.55,0.01,17.87,33.74,15.87,1
"C01819","South",37,43.2,21,"Monthly","Credit Card",0,1,"Search",4.95,5.55,3.23,6.21,349,0,8.4,38,0.095,0.178,5,6,73.5,434.18,36,"Silver",0.421,1,17.53,0.642,0.01,33.92,30.58,-3.34,4
"C01820","Midwest",25,46.5,32,"Annual","Credit Card",1,0,"Email",5.04,3.11,4.03,5.45,391,0,8.5,43.84,0.212,0.577,7,5,86.03,448.44,0,"Silver",0.0942,0,23.04,0.92,0.01,16.66,235.52,218.86,3
"C01821","Northeast",54,47.3,16,"Monthly","PayPal",1,0,"Email",2.57,2.94,3.54,5.86,188,1,6.9,44.76,0.252,0.257,7,4,62.69,229.68,91,"Bronze",0.5639,1,21.81,0.55,0.01,17.01,26.08,9.07,2
"C01822","Northeast",58,76.1,6,"Monthly","Credit Card",1,0,"Search",4.43,4.77,4.63,4.39,330,0,8.2,46.54,0.273,0.345,5,3,80.28,255.42,65,"Bronze",0.4907,1,23.54,0.583,0.01,30.31,32.14,1.83,3
"C01823","South",19,90.1,4,"Annual","Debit Card",0,0,"Search",5.98,2.72,4.97,3.81,319,1,7.8,39.71,0.158,0.442,5,4,107.92,451.08,87,"Bronze",0.6469,0,22.52,0.55,0.01,45.44,26.93,-18.51,4
"C01824","South",27,98.7,13,"Monthly","Credit Card",1,0,"Search",7,3.88,5.05,3.27,291,2,7.3,46.97,0.37,0.133,4,1,105.3,110.24,33,"Bronze",0.8001,1,25.73,0.55,0.01,51.77,30.76,-21.01,2
"C01825","South",35,150,13,"Annual","Credit Card",0,0,"Search",3.38,5.05,4.46,3.19,463,0,8.6,46.37,0.136,0.266,3,1,114.15,108.44,91,"Bronze",0.2622,0,23.31,0.777,0.01,46.02,77.73,31.71,3
"C01826","South",27,25,7,"Monthly","PayPal",0,1,"Search",5.17,5.75,4.17,5.29,414,3,7,44.85,0.149,0.232,10,0,59.48,0,96,"Bronze",0.8841,1,24.53,0.55,0.01,42.78,29.33,-13.45,3
"C01827","Northeast",44,95,3,"Monthly","Credit Card",1,1,"Search",4.07,3.92,4.77,4.96,290,1,7.5,44.64,0.416,0.312,8,2,66.22,120.43,20,"Bronze",0.7524,0,23.83,0.55,0.01,47.32,28.49,-18.83,3
"C01828","West",30,62.4,13,"Quarterly","Credit Card",0,1,"Social",6.95,3.49,1.74,4.33,308,1,7.9,42.55,0.239,0.039,8,7,92.31,586.02,0,"Silver",0.5267,0,25.17,0.552,0.01,31.43,30.34,-1.09,4
"C01829","West",62,61.6,40,"Quarterly","PayPal",1,1,"Email",3.21,4.55,4.13,4.96,417,0,8.4,37.72,0.083,0.484,4,4,104.75,452.75,109,"Silver",0.1187,0,16.6,0.899,0.01,12.71,134.45,121.74,3
"C01830","Midwest",51,60.6,21,"Quarterly","Debit Card",1,0,"Direct",5.39,3.02,3.96,4.56,229,2,6.8,47.11,0.079,0.131,6,4,61.24,236.11,3,"Bronze",0.772,1,24.43,0.55,0.01,15.08,29.21,14.13,2
"C01831","West",40,52.6,20,"Monthly","PayPal",1,1,"Email",3.15,4.01,4.13,5.46,212,3,6,38.11,0.136,0.17,4,2,76.36,154.76,110,"Bronze",0.86,1,24,0.55,0.01,19.37,28.7,9.33,1
"C01832","South",49,125.2,15,"Annual","Debit Card",0,0,"SMS",4.35,4.19,3.8,5.45,347,2,7.2,41.83,0.063,0.232,7,2,109.25,204.91,52,"Bronze",0.6443,1,20.68,0.55,0.01,23.88,24.73,0.85,3
"C01833","South",50,101.6,13,"Monthly","PayPal",1,0,"Search",4.66,4.17,4.38,3.23,152,3,5.9,46.04,0.286,0.136,3,4,83.87,308.9,54,"Bronze",0.8988,1,23.16,0.55,0.01,36.85,27.69,-9.16,1
"C01834","South",32,78.6,22,"Monthly","PayPal",1,0,"Social",5.88,4.3,3.27,4.7,313,0,8.3,50.48,0.202,0.57,5,2,118.43,256.75,15,"Bronze",0.3285,0,26.73,0.721,0.01,25.97,66.69,40.72,3
"C01835","West",29,115.8,7,"Monthly","Credit Card",1,0,"Email",3.52,3.28,5.14,2.56,225,2,6.6,47.87,0.109,0.199,2,4,50.96,221.83,22,"Bronze",0.7468,0,28.87,0.55,0.01,11.77,34.52,22.75,2
"C01836","South",39,35.6,46,"Quarterly","PayPal",0,1,"Email",5.43,3.4,4.42,4.55,241,2,6.9,36.98,0.091,0.124,4,2,35.68,78.56,14,"Silver",0.6328,0,21.14,0.55,0.01,12.88,25.28,12.4,2
"C01837","Northeast",47,40.7,8,"Monthly","Debit Card",1,0,"Search",4.72,3.38,4.07,5.06,240,2,6.8,51.29,0.062,0.163,6,7,109.67,849.32,6,"Silver",0.8675,1,26.08,0.55,0.01,29.75,31.18,1.43,4
